serial_no,reviewer_name,room_type,period_of_stay,traveler_type,review_score_numerator,review_score_denominator,review_score_description,review_date,review_text,extraction_timestamp,review_detected_lang,review_translated
1191,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in June 2023,Family,10.0,/10,Outstanding,"Posted June 13, 2023",帶兒子過來體驗一下無邊泳池的。環境是沒得説的，景色也不錯，服務人員也非常熱情細緻，總體感覺挺滿意的。,2025-09-08 23:05:59,zh-TW,"I brought my son here to experience the infinity pool. The environment is amazing, the scenery is great, the service staff are very enthusiastic and attentive, and I&#39;m quite satisfied overall."
1192,j‍e‍r‍r‍y‍1‍0‍1‍2,,Stayed in January 2024,Family,10.0,/10,Outstanding,"Posted March 16, 2024",新裝修的房間挺不錯，下次去新加坡還會選擇。,2025-09-08 23:06:01,zh-TW,The newly renovated room is quite nice and I will choose it again next time I go to Singapore.
1193,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Couple,10.0,/10,Outstanding,"Posted July 23, 2023",很漂亮的酒店，旁邊就是大商場和海邊，風景很美而去非常便利。自助餐食材很新鮮豐富、中餐廳的味道也很好。,2025-09-08 23:06:02,zh-TW,"This hotel is very nice, right next to a large shopping mall and the beach. The scenery is beautiful and very convenient. The buffet ingredients are fresh and abundant, and the Chinese restaurant is also delicious."
1194,4‍5‍5‍5‍2‍6,,Stayed in May 2024,Business traveller,10.0,/10,Outstanding,"Posted May 6, 2024",什麼都好就是登記入住時間太長,2025-09-08 23:06:03,zh-TW,Everything is good except that the check-in time is too long
1195,E‍m‍i‍l‍y‍m‍x‍m,Sands Premier Double Queen Gardens By The Bay View,Stayed in July 2024,Family,10.0,/10,Outstanding,"Posted September 21, 2024",住了五天，各方面都很好,2025-09-08 23:06:04,zh-CN,"Stayed for five days, everything was great"
1196,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in May 2023,Family,10.0,/10,Outstanding,"Posted May 30, 2023",房間衞生乾淨整潔環境優美服務周到，唯一的就是早餐，適合中國北方的遊客的食物太少，這是我感到遺憾的地方,2025-09-08 23:06:06,zh-TW,"The room is clean and tidy, the environment is beautiful and the service is thoughtful. The only problem is the breakfast. There are too few foods suitable for tourists from northern China. This is what I regret."
1197,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2023,Family,10.0,/10,Outstanding,"Posted May 2, 2023","我對於酒店的枕頭和床很挑剔，這是我睡過最舒服的一次了。空調也不吹人，很舒服。
進門一插卡，窗簾打開的儀式感滿滿。",2025-09-08 23:06:07,zh-TW,"I&#39;m very picky about hotel pillows and beds, but this was the most comfortable I&#39;ve ever slept in. The air conditioning wasn&#39;t harsh, so it was very comfortable. The curtains opened as soon as I entered the room, inserting a card, and it felt like a formality."
1198,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Business traveller,10.0,/10,Outstanding,"Posted March 6, 2024",房間整潔衞生，就是小了點，服務很好！,2025-09-08 23:06:08,zh-TW,"The room is clean and tidy, but a little small. The service is great!"
1199,Y‍a‍n‍g‍g‍u‍a‍n‍g‍s‍a‍n‍d‍i,,Stayed in June 2024,Business traveller,10.0,/10,Outstanding,"Posted August 7, 2024",實施齊全配套服務態度良好,2025-09-08 23:06:10,zh-TW,Implementation is complete and supporting services are good
1200,@‍n‍i‍d‍e‍s‍h‍e‍n‍g‍h‍u‍o‍w‍o‍d‍e‍m‍e‍n‍g‍@,,Stayed in March 2024,Business traveller,9.5,/10,Amazing,"Posted March 14, 2024",不錯的。景色也棒。就是退房時間太早,2025-09-08 23:06:11,zh-TW,Good. The view is great. But the check-out time is too early
1201,に‍っ‍こ‍り‍x‍i‍a‍o‍う,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted February 6, 2024",很棒的一次體驗，購物遊玩吃喝都齊全……,2025-09-08 23:06:19,zh-TW,"A great experience, with shopping, entertainment, food and drink all available..."
1202,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in January 2024,Family,9.0,/10,Great,"Posted February 17, 2024",￼還不錯，￼吃喝玩樂都有，￼就是有些貴,2025-09-08 23:06:20,zh-TW,"￼Not bad, ￼There is food, drink and entertainment, ￼but it is a bit expensive"
1203,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,Sands Premier King Gardens By The Bay View,Stayed in November 2023,Business traveller,10.0,/10,Outstanding,"Posted December 13, 2023",第一天住的房間隔音不好，投訴以後升級了景觀房很不錯！,2025-09-08 23:06:22,zh-TW,"The room I stayed in on the first day had poor soundproofing. After complaining, I was upgraded to a room with a view, which was great!"
1204,C‍i‍s‍s‍y‍z‍h‍m,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted May 5, 2024",很豪華的酒店，帶父母出行，很開心。,2025-09-08 23:06:23,zh-TW,"Very luxurious hotel, very happy to travel with my parents."
1205,D‍a‍n‍i‍a‍o,,Stayed in May 2024,Family,10.0,/10,Outstanding,"Posted July 24, 2024",非常好購物很方便環境很好。,2025-09-08 23:06:24,zh-TW,"Very good shopping, very convenient environment."
1206,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in December 2023,Business traveller,6.0,/10,,"Posted January 16, 2024",服務越來越差了 服務水平喝內地比已經反過來了,2025-09-08 23:06:26,zh-TW,The service is getting worse and worse. The service level is the opposite of that in the mainland.
1207,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in April 2024,Family,10.0,/10,Outstanding,"Posted May 1, 2024",服務、衞生、餐飲、環境都很好,2025-09-08 23:06:27,zh-TW,"Service, hygiene, catering and environment are all very good"
1208,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2024,Family,10.0,/10,Outstanding,"Posted September 7, 2024",必須入住的酒店，太美,2025-09-08 23:06:28,zh-TW,"A must-stay hotel, so beautiful"
1209,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in July 2023,Family,8.5,/10,Very Good,"Posted October 5, 2023",第一個房間隔音不好 太吵，經攜程幫助，換房間。問題解決。露天泳池幾乎沒人。,2025-09-08 23:06:30,zh-TW,"The first room was not soundproof and was too noisy. With the help of Ctrip, we were able to change rooms. The problem was solved. The outdoor pool was almost empty."
1210,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted April 7, 2024",房間可以直接看到馬六甲海峽。很棒。,2025-09-08 23:06:30,zh-TW,The room has a direct view of the Strait of Malacca. It&#39;s great.
1211,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in September 2023,Family,6.0,/10,,"Posted October 4, 2023",性價比太差，除了所謂的無邊泳池這個噱頭外，服務一踏糊塗。,2025-09-08 23:06:38,zh-TW,"The value for money is too poor. Apart from the so-called infinity pool, the service is a mess."
1212,T‍o‍n‍g‍z‍h‍e‍n‍y‍u,Sands Premier Double Queen,Stayed in May 2024,Business traveller,10.0,/10,Outstanding,"Posted June 23, 2024",服務：非常好，值得再去,2025-09-08 23:06:38,zh-TW,"Service: Very good, worth going again"
1213,N‍i‍m‍i‍n‍g‍0‍0‍7,,Stayed in February 2024,Family,9.0,/10,Great,"Posted February 21, 2024",房間太舊，設備也差，性價比太差了,2025-09-08 23:06:39,zh-TW,"The room is too old, the equipment is poor, and the price-performance ratio is too poor"
1214,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in January 2024,Business traveller,10.0,/10,Outstanding,"Posted January 18, 2024",環境好 服務棒 不愧是新加坡最頂尖的,2025-09-08 23:06:40,zh-TW,"Good environment and great service, it is worthy of being the best in Singapore"
1215,S‍h‍e‍n‍g‍a‍i‍l‍i‍n‍n‍u‍o‍-‍d‍i‍x‍i‍l‍i‍y‍a‍h‍e‍b‍a‍y‍u‍e,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted May 5, 2024",好的，除了會説中文的人太少了之外,2025-09-08 23:06:42,zh-TW,"Okay, except that there are too few people who can speak Chinese"
1216,X‍I‍A‍M‍E‍N‍A‍M‍Y‍B‍A‍O,,Stayed in October 2023,Business traveller,10.0,/10,Outstanding,"Posted November 11, 2023",距離景點近，服務很好，日用品齊全，很舒服的居住體驗,2025-09-08 23:06:43,zh-TW,"Close to attractions, good service, complete daily necessities, very comfortable living experience"
1217,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted February 7, 2024",打卡之地，無邊泳池確實很有特色。,2025-09-08 23:06:44,zh-TW,"As a place to check in, the infinity pool is indeed very unique."
1218,M‍i‍c‍a‍h‍X‍u,,Stayed in August 2023,Family,10.0,/10,Outstanding,"Posted August 7, 2023",整體還不錯，雖然雙床都是1.2米的，但還是小了點，無邊泳池人超多,2025-09-08 23:06:46,zh-TW,"Overall it&#39;s good. Although the twin beds are 1.2 meters long, they are still a bit small. The infinity pool is very crowded."
1219,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in April 2023,Business traveller,10.0,/10,Outstanding,"Posted April 19, 2023",很好，服務很到位，下次來新加坡出差還是會選擇金沙酒店，體驗感非常好，景色餐飲都很符合星級酒店標準，滿意,2025-09-08 23:06:47,zh-TW,"Very good, the service is in place. Next time I come to Singapore for business, I will still choose the Sands Hotel. The experience is very good. The scenery and dining are in line with the standards of a star hotel. I am satisfied"
1220,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in April 2024,Travelling with friends,9.5,/10,Amazing,"Posted May 31, 2024",標誌性建築，性價比不高！,2025-09-08 23:06:48,zh-TW,"Iconic building, great value for money!"
1221,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted February 3, 2024",一分價錢一份服務，很舒服，很好玩,2025-09-08 23:06:56,zh-TW,"One price one service, very comfortable and fun"
1222,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in January 2024,Family,10.0,/10,Outstanding,"Posted February 7, 2024",很好 服務態度 服務意識 都很好,2025-09-08 23:06:58,zh-TW,Very good service attitude and service awareness are very good
1223,W‍o‍s‍h‍i‍y‍i‍p‍i‍a‍n‍y‍u‍n‍2‍0‍3‍3,,Stayed in October 2023,Couple,10.0,/10,Outstanding,"Posted November 10, 2023",除了貴，沒毛病，環境一流，購物一流，**就在樓下。,2025-09-08 23:06:59,zh-TW,"Apart from being expensive, there is nothing wrong with it. The environment and shopping are first-class, and ** is just downstairs."
1224,t‍e‍i‍_‍0‍0‍8,,Stayed in May 2024,Family,10.0,/10,Outstanding,"Posted June 18, 2024",新加坡最美的一個酒店~,2025-09-08 23:07:00,zh-TW,The most beautiful hotel in Singapore
1225,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in May 2024,Family,10.0,/10,Outstanding,"Posted May 10, 2024",酒店接待，服務非常滿意,2025-09-08 23:07:01,zh-TW,"Hotel reception, very satisfied with the service"
1226,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in May 2024,Family,10.0,/10,Outstanding,"Posted June 26, 2024",房間很舒服，出行很方便,2025-09-08 23:07:03,zh-TW,The room is very comfortable and travel is very convenient
1227,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in February 2024,Family,8.0,/10,Very Good,"Posted February 22, 2024",換了個房間，3號樓快點翻新好吧,2025-09-08 23:07:04,zh-TW,I changed the room. Building 3 should be renovated soon.
1228,A‍n‍o‍n‍y‍m‍o‍u‍s‍ ‍U‍s‍e‍r,,Stayed in October 2023,Travelling with friends,10.0,/10,Outstanding,"Posted October 29, 2023",游泳池印象最深 早餐豐盛 用餐環境極佳 視線很好,2025-09-08 23:07:05,zh-TW,The swimming pool was the most impressive. The breakfast was rich and the dining environment was excellent. The view was great.
1229,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in June 2023,Family,10.0,/10,Outstanding,"Posted September 2, 2023",為了去游泳池訂的酒店，房間很大，很舒服。就是前台辦理入住等的時間太久。,2025-09-08 23:07:07,zh-TW,I booked this hotel to go to the swimming pool. The room was large and comfortable. The only problem was that the check-in time at the front desk was too long.
1230,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in August 2023,Family,10.0,/10,Outstanding,"Posted October 31, 2023","設施：全面高檔
衞生：非常好
環境：高大上
服務：熱情好客",2025-09-08 23:07:08,zh-TW,Facilities: comprehensive and high-end Health: very good Environment: high-end Service: warm and hospitable
1231,F‍e‍i‍b‍u‍q‍i‍d‍e‍x‍i‍a‍o‍w‍o‍n‍i‍u,,Stayed in May 2023,Business traveller,10.0,/10,Outstanding,"Posted May 10, 2023",非常好的好的設施，周圍很多值得的打卡地。服務也一流。早餐太敷衍，配不上這麼好的酒店。,2025-09-08 23:07:16,zh-TW,"Excellent facilities, surrounded by many worthwhile places to visit. The service was also first-class. The breakfast was perfunctory and unworthy of such a good hotel."
1232,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King Gardens By The Bay View,Stayed in February 2024,Family,10.0,/10,Outstanding,"Posted March 12, 2024",服務挺好，就人太多了，吃不消,2025-09-08 23:07:17,zh-TW,"The service is good, but there are too many people."
1233,Xieyan📐,,Stayed in May 2024,Couple,10.0,/10,Outstanding,"Posted July 18, 2024",貴！貴！貴！貴！貴！,2025-09-08 23:07:19,zh-TW,Expensive! Expensive! Expensive! Expensive! Expensive!
1234,s‍h‍i‍0‍6‍0‍3‍x‍i‍a‍n,,Stayed in April 2024,Family,10.0,/10,Outstanding,"Posted April 26, 2024",很好的酒店，非常滿意👍,2025-09-08 23:07:20,zh-TW,"Very good hotel, very satisfied 👍"
1235,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in March 2024,Business traveller,10.0,/10,Outstanding,"Posted June 26, 2024",房間很不錯，環境也很不錯,2025-09-08 23:07:21,zh-TW,The room is nice and the environment is also nice
1236,5‍6‍6‍6‍6‍6‍6‍6‍6‍6‍6‍5,,Stayed in January 2024,Travelling with friends,8.0,/10,Very Good,"Posted March 21, 2024",二樓套房，臨街很吵，於是退房了,2025-09-08 23:07:23,zh-TW,"The suite on the second floor was very noisy facing the street, so I checked out."
1237,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,,Stayed in October 2023,Family,8.0,/10,Very Good,"Posted October 10, 2023",就是人太多，這次住低層景觀一般，高層一些會更好,2025-09-08 23:07:24,zh-TW,There are too many people. The view from the lower floors is average. A higher floor would be better.
1238,X‍i‍a‍o‍y‍o‍u‍g‍a‍n,,Stayed in February 2024,Travelling with friends,10.0,/10,Outstanding,"Posted February 16, 2024",還是那樣的好，但價格還是太高,2025-09-08 23:07:25,zh-TW,"Still good, but the price is too high"
